epoch,time,discriminatorLoss,generatorLoss
0,35.13781809806824,0.1689451038837433,4.288843154907227
1,24.725871324539185,0.1513034850358963,4.1216936111450195
2,25.979791402816772,0.11107785254716873,7.950499057769775
3,25.420017957687378,0.1284734010696411,7.181763648986816
4,25.50954580307007,0.19033007323741913,7.178273677825928
5,25.777199268341064,0.2565464973449707,4.621183395385742
6,26.07391381263733,0.068910151720047,5.336216926574707
7,25.914042234420776,0.23883311450481415,5.8720703125
8,25.702176332473755,0.35340768098831177,5.359637260437012
9,25.961114406585693,0.1400611698627472,4.66552734375
10,26.537631034851074,0.25536176562309265,3.0370848178863525
11,32.5432984828949,0.3223232924938202,4.434138298034668
12,25.46588373184204,0.3237188756465912,3.191401958465576
13,26.52474546432495,0.2836906313896179,4.342395305633545
14,26.235307693481445,0.3147086203098297,4.537296772003174
15,25.549572467803955,0.41213458776474,2.640972852706909
16,25.96660280227661,0.4446912407875061,3.309015989303589
17,25.854854583740234,0.4838067889213562,2.2711312770843506
18,25.227970361709595,0.7685257196426392,2.277388334274292
19,25.372599840164185,0.584586501121521,2.708179235458374
20,25.290504455566406,0.5647097826004028,2.214907646179199
21,25.264244556427002,0.5258563756942749,2.3157732486724854
22,25.895886182785034,0.5389076471328735,2.603951930999756
23,26.193235158920288,0.7385576963424683,1.8459092378616333
24,25.508171558380127,0.5489394664764404,2.000479221343994
25,25.309690952301025,0.6276997327804565,2.1222124099731445
26,25.383795261383057,0.6213237643241882,1.8846062421798706
27,24.627712965011597,0.735824465751648,2.013598680496216
28,24.595428943634033,0.7973861694335938,2.0725839138031006
29,25.662243604660034,1.002209186553955,2.0247833728790283
30,25.077839851379395,0.7464251518249512,1.5703436136245728
31,25.113430976867676,0.6150388121604919,1.9512995481491089
32,24.96798038482666,0.929861307144165,1.3783553838729858
33,24.938470602035522,1.120125412940979,1.3731590509414673
34,24.839977502822876,0.8159123659133911,1.3574681282043457
35,25.35716485977173,0.8524720668792725,2.2008209228515625
36,26.167921543121338,0.8845284581184387,1.2910418510437012
37,25.96772003173828,1.1774489879608154,1.528249740600586
38,25.759488105773926,0.8801999092102051,1.2269405126571655
39,25.39872169494629,1.0105552673339844,1.014556884765625
40,25.47706961631775,1.123650074005127,1.3038790225982666
41,26.269255876541138,1.1880964040756226,1.1753939390182495
42,26.6606228351593,0.9696311950683594,1.4067355394363403
43,25.083345413208008,0.8982977867126465,1.7969250679016113
44,25.066848754882812,1.3008828163146973,0.9774943590164185
45,24.934035301208496,1.2106565237045288,1.1128662824630737
46,24.91275191307068,0.962903618812561,1.2072186470031738
47,25.07523822784424,1.041057825088501,1.2673064470291138
48,25.10622477531433,1.4143431186676025,1.3220858573913574
49,25.203452110290527,0.932622492313385,1.402370572090149
