epoch,time,discriminatorLoss,generatorLoss
0,22.755738973617554,1.5015547275543213,0.6791425943374634
1,20.401110887527466,0.3786180317401886,2.66090989112854
2,20.20516037940979,0.7371191382408142,3.2832021713256836
3,20.4525408744812,0.131185382604599,5.1594696044921875
4,20.537362098693848,0.18694758415222168,5.17678689956665
5,20.388967990875244,0.2250813990831375,3.779237985610962
6,21.754966020584106,0.23326712846755981,4.9666361808776855
7,19.914040565490723,0.23617464303970337,4.722818374633789
8,20.525859355926514,0.4023303687572479,4.393395900726318
9,19.748382806777954,0.37316644191741943,5.038987636566162
10,20.224191904067993,0.21694809198379517,4.19443941116333
11,19.682698965072632,0.4139748811721802,3.5348310470581055
12,20.211863040924072,0.3009302616119385,4.016056537628174
13,19.91210389137268,0.642134428024292,3.165285348892212
14,19.971850156784058,0.26035255193710327,3.919908285140991
15,19.96488046646118,0.5972555875778198,2.3552441596984863
16,19.904006958007812,0.5820685029029846,2.711704730987549
17,20.257238388061523,0.5236589908599854,2.9246551990509033
18,19.411810159683228,0.4453190267086029,3.212148427963257
19,20.52434468269348,0.7412823438644409,1.6019864082336426
20,19.6746084690094,0.6239928603172302,2.005732774734497
21,21.044484853744507,0.6496874094009399,2.9387731552124023
22,25.02230167388916,0.7999114990234375,2.188859701156616
23,19.494749546051025,0.5354841351509094,2.652838706970215
24,20.341057538986206,0.7240073680877686,1.9855111837387085
25,19.906879425048828,0.5825343132019043,2.1294100284576416
26,20.38285207748413,0.8774685859680176,1.635325312614441
27,19.361125230789185,0.7230966091156006,1.7933207750320435
28,20.21355175971985,0.7630778551101685,2.3118557929992676
29,19.5065655708313,0.8918166160583496,1.878090739250183
30,19.648157358169556,0.6548706293106079,2.2877373695373535
31,19.741093158721924,0.8435468077659607,1.7759982347488403
32,19.836616039276123,0.7532382011413574,1.743064522743225
33,20.269551038742065,0.8109595775604248,1.723144292831421
34,19.242638111114502,1.0102028846740723,1.8437777757644653
35,20.51740527153015,0.830940306186676,1.5374832153320312
36,19.713585376739502,0.8322325944900513,1.7821592092514038
37,19.950523376464844,0.7531760334968567,1.9333093166351318
38,19.42227292060852,1.300316333770752,1.0041247606277466
39,20.16926097869873,1.0156627893447876,1.4093459844589233
40,19.51817011833191,0.9986629486083984,1.4981327056884766
41,20.255778312683105,0.9525966644287109,1.1893999576568604
42,19.37459897994995,1.205390453338623,1.230492115020752
43,20.29168438911438,0.9508019685745239,1.665493130683899
44,19.599157094955444,0.9841610789299011,1.303326964378357
45,20.0167293548584,1.1252765655517578,1.2081327438354492
46,19.318697214126587,1.0870518684387207,1.2763125896453857
47,20.244964122772217,1.0603926181793213,1.1984814405441284
48,19.72055172920227,1.1905878782272339,1.4061362743377686
49,19.56010937690735,1.2437251806259155,1.0656636953353882
